VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1FTVW1EV2P,Thurston,Lacey,WA,98516,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,244844295,POINT (-122.78083 47.083975),PUGET SOUND ENERGY INC,53067012221
1N4AZ1CP8J,King,Burien,WA,98166,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,34,148959982,POINT (-122.3472273 47.4568458),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027500
1N4BZ0CPXH,Snohomish,Mill Creek,WA,98012,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,44,179819510,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061041704
WA1LAAGE5K,Snohomish,Bothell,WA,98012,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,1,240042918,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051921
1N4BZ0CP1G,Snohomish,Mukilteo,WA,98275,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,21,238308458,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061041304
5YJ3E1EB4J,Snohomish,Lake Stevens,WA,98258,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,298381688,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061052606
3FMTK2SU3N,Thurston,Olympia,WA,98501,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,203713940,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011200
3C3CFFGE7F,Thurston,Olympia,WA,98512,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,35,285123072,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067012730
1N4AZ0CP4D,Yakima,Toppenish,WA,98948,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,15,133798493,POINT (-120.322229 46.376127),PACIFICORP,53077940006
SADHC2S16L,Kitsap,Silverdale,WA,98383,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,23,256253070,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091302
1N4AZ0CP0F,Snohomish,Everett,WA,98203,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,38,178629531,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041100
WBY7Z6C54J,Snohomish,Bothell,WA,98012,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,1,350036816,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052107
5YJSA1S20F,Island,Langley,WA,98260,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,10,186310421,POINT (-122.4401957 48.0192938),PUGET SOUND ENERGY INC,53029971900
5UXTA6C01P,Thurston,Olympia,WA,98503,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,2,229706074,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
KM8K33AGXK,Thurston,Lacey,WA,98503,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,22,218004279,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
7JRBR0FL7N,Snohomish,Everett,WA,98201,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,38,252360895,POINT (-122.2032447 47.9845088),PUGET SOUND ENERGY INC,53061040800
JTDKARFP5L,Spokane,Spokane,WA,99202,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,3,267453665,POINT (-117.38497 47.657214),MODERN ELECTRIC WATER COMPANY,53063003000
KNDC5DLE4P,Thurston,Tumwater,WA,98501,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264552809,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
KNDCD3LD2J,Snohomish,Edmonds,WA,98020,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,21,474854215,POINT (-122.3757836 47.800042),PUGET SOUND ENERGY INC,53061050501
1G1RD6E4XE,Douglas,East Wenatchee,WA,98802,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,12,177858565,POINT (-120.2609057 47.4167133),PUD NO 1 OF DOUGLAS COUNTY,53017950700
5YJXCAE29L,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,32,265033009,POINT (-122.338942 47.821454),PUGET SOUND ENERGY INC,53061050800
WBY1Z4C54E,Kitsap,Bremerton,WA,98311,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,23,250006683,POINT (-122.636245 47.62806),PUGET SOUND ENERGY INC,53035091701
JTMAB3FV2R,Whitman,Pullman,WA,99163,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,9,265051923,POINT (-117.1770648 46.7329687),AVISTA CORP,53075000400
1G1RB6S53J,,,BC,,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,,477613216,,,
LPSED3KA8N,Snohomish,Monroe,WA,98272,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,197284216,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052203
WBY1Z4C57E,Snohomish,Monroe,WA,98272,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,39,204035618,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052206
1G1FW6S05H,Columbia,Dayton,WA,99328,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,16,242632071,POINT (-117.9665373 46.3125369),PACIFICORP,53013960200
WDC0G5EB8K,Snohomish,Lynnwood,WA,98087,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,21,194004863,POINT (-122.27336 47.861417),PUGET SOUND ENERGY INC,53061042004
WBY1Z6C39H,Snohomish,Everett,WA,98201,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,38,269390936,POINT (-122.2032447 47.9845088),PUGET SOUND ENERGY INC,53061040100
KNDC3DLC2N,Snohomish,Bothell,WA,98012,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,203353349,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051936
5YJ3E1EB5L,Snohomish,Monroe,WA,98272,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,39,107158544,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061052204
50EA1TEA5P,Snohomish,Bothell,WA,98021,2023,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,240702493,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051937
WB523CF08R,Walla Walla,Walla Walla,WA,99362,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,16,251489703,POINT (-118.3377489 46.0625736),PACIFICORP,53071920702
JTDKARFP7H,Thurston,Lacey,WA,98503,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,104801826,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
3C3CFFGE5H,Snohomish,Bothell,WA,98012,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,1,123235990,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052107
JM3KKBHAXR,Kittitas,Ronald,WA,98940,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,13,257489718,POINT (-121.0570974 47.2574191),PUGET SOUND ENERGY INC,53037975101
5YJSA1E13G,Thurston,Olympia,WA,98513,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,2,333213667,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
1N4AZ0CP4E,Skagit,Anacortes,WA,98221,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40,129558593,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940301
7SAYGDEE0P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,233830250,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051926
1N4AZ0CP5D,Thurston,Olympia,WA,98506,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,148762428,POINT (-122.86491 47.07503),PUGET SOUND ENERGY INC,53067012100
5UX43EU07R,Douglas,East Wenatchee,WA,98802,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,12,257041893,POINT (-120.2609057 47.4167133),PUD NO 1 OF DOUGLAS COUNTY,53017950400
5YJ3E1EA9K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,44,297349727,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052006
1C4JJXR64N,Walla Walla,Walla Walla,WA,99362,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,16,205874546,POINT (-118.3377489 46.0625736),PACIFICORP,53071920701
JTDACACU8R,Snohomish,Everett,WA,98203,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,38,261591858,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041304
KNDCM3LD3J,King,Seattle,WA,98108,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,11,180324560,POINT (-122.3173531 47.5484673),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
1N4AZ0CP6D,Snohomish,Bothell,WA,98021,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,1,152893240,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051917
5YJ3E1EA2J,Thurston,Olympia,WA,98503,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,258777004,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011627
1N4AZ0CP0D,Snohomish,Edmonds,WA,98020,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,32,249452479,POINT (-122.3757836 47.800042),PUGET SOUND ENERGY INC,53061050700
KNDC4DLC1P,Spokane,Spokane,WA,99203,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6,224770185,POINT (-117.402924 47.63041),MODERN ELECTRIC WATER COMPANY,53063004300
JTMAB3FV5N,Island,Freeland,WA,98249,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,10,225794775,POINT (-122.545737 48.018194),PUGET SOUND ENERGY INC,53029971800
1C4RJXR61R,Douglas,East Wenatchee,WA,98802,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,12,267354755,POINT (-120.2609057 47.4167133),PUD NO 1 OF DOUGLAS COUNTY,53017950400
JN1AZ0CP2C,Grant,Moses Lake,WA,98837,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,13,127096581,POINT (-119.2958738 47.1384772),PUD NO 2 OF GRANT COUNTY,53025010800
5UXTA6C0XN,Snohomish,Everett,WA,98203,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,38,264672145,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041000
YV4H60DL0R,Island,Clinton,WA,98236,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,10,261913200,POINT (-122.4159028 47.9560682),PUGET SOUND ENERGY INC,53029972000
5YJSA1DN6D,Yakima,Yakima,WA,98903,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,14,156737612,POINT (-120.5807155 46.5654909),PACIFICORP,53077003003
1C4RJYD60N,Walla Walla,Walla Walla,WA,99362,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,16,233671119,POINT (-118.3377489 46.0625736),PACIFICORP,53071920100
5YJ3E1EA3K,Snohomish,Lynnwood,WA,98087,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,219724739,POINT (-122.27336 47.861417),PUGET SOUND ENERGY INC,53061041703
5YJ3E1EB4L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,21,109687035,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051927
5YJ3E1EB2J,King,North Bend,WA,98045,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,475258304,POINT (-121.7705205 47.4816922),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032705
5UXTA6C02P,King,Seattle,WA,98177,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,36,230155593,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
5YJ3E1EB3J,King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,323647628,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100
WBA8E1C58J,King,Auburn,WA,98092,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,47,120804638,POINT (-122.1550193 47.2884536),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031208
WVGTMPE27M,Thurston,Olympia,WA,98501,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,186829380,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
7SAYGDEE6P,King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,255433895,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403
VCF1ZBU29P,Clark,Vancouver,WA,98684,2023,FISKER,OCEAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,265389666,POINT (-122.5241377 45.6278995),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319
5YJYGDEE8M,King,Lake Forest Park,WA,98155,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,156593552,POINT (-122.301507 47.761784),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
KNDAFFS55R,King,Auburn,WA,98092,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,262385175,POINT (-122.1550193 47.2884536),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031207
KNDRJDLH3N,Cowlitz,Silverlake,WA,98645,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,20,183387753,POINT (-122.7673132 46.3239775),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015002004
KNDRMDLH9N,King,Bellevue,WA,98007,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,41,179789333,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401
KNDCC3LG8L,King,Kirkland,WA,98033,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,48,133830994,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604
7SAYGAEE8P,King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,224029620,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
3FMTK3SS4N,Cowlitz,Kalama,WA,98625,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,223890698,POINT (-122.8116866 45.9959901),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001602
5YJ3E1EB4M,King,Bellevue,WA,98005,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,150299985,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
4JGDM4EB9P,King,Renton,WA,98059,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,254644498,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031913
5YJYGDEE9M,King,Bellevue,WA,98007,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,176057388,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022804
7PDSGABA2P,King,Kirkland,WA,98033,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,265679053,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
5YJ3E1EB8K,Kitsap,Bremerton,WA,98312,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,177558020,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035080600
5YJ3E1EB6L,King,Bothell,WA,98011,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1,102484021,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
KNDPZDDH5R,King,Bellevue,WA,98008,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,48,265993871,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
5YJ3E1EA4P,Clark,Vancouver,WA,98684,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,261344625,POINT (-122.5241377 45.6278995),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041317
5YJ3E1EB5N,King,Renton,WA,98059,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,187486155,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025101
4JGDM2EB2P,King,Kirkland,WA,98034,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,239546933,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
5YJ3E1EBXM,King,Bellevue,WA,98005,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,166370557,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
5YJ3E1EB3L,King,Sammamish,WA,98074,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,4852046,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
5YJSA1E5XN,King,Bellevue,WA,98007,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,194625546,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
5YJ3E1EC4L,Kitsap,Silverdale,WA,98383,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,23,7948713,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091205
1N4AZ0CP3F,King,Seattle,WA,98115,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,2955403,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
7SAYGDEE1P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,251192539,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
JTDKARFPXH,King,Kirkland,WA,98034,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,45,154172007,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
JA4T5UA94P,King,Seattle,WA,98125,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,46,245748674,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000101
WBY7Z4C56J,King,Burien,WA,98146,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,34,133464789,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
5YJ3E1EB8N,King,Issaquah,WA,98029,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,186101359,POINT (-122.0209893 47.5632565),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
1N4CZ1CV4R,King,Bellevue,WA,98007,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,262203133,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023401
KNDCC3LGXK,King,Bellevue,WA,98007,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,48,186688365,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201
JTDKARFP9H,King,Kirkland,WA,98033,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,48,187055851,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
JHMZC5F15J,Clark,Vancouver,WA,98686,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,17,177688080,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812
